id,fish,year,biomass,F
4594,Walleye pollock Eastern Bering Sea,1983,1.56,0.137
4595,Walleye pollock Eastern Bering Sea,1984,1.67,0.134
4596,Walleye pollock Eastern Bering Sea,1985,1.79,0.132
4597,Walleye pollock Eastern Bering Sea,1986,1.89,0.122
4598,Walleye pollock Eastern Bering Sea,1987,1.95,0.0895
4599,Walleye pollock Eastern Bering Sea,1988,1.95,0.136
4600,Walleye pollock Eastern Bering Sea,1989,1.76,0.139
4601,Walleye pollock Eastern Bering Sea,1990,1.42,0.209
4602,Walleye pollock Eastern Bering Sea,1991,1.07,0.204
4603,Walleye pollock Eastern Bering Sea,1992,1.12,0.248
4604,Walleye pollock Eastern Bering Sea,1993,1.53,0.18
4605,Walleye pollock Eastern Bering Sea,1994,1.67,0.167
4606,Walleye pollock Eastern Bering Sea,1995,1.77,0.172
4607,Walleye pollock Eastern Bering Sea,1996,1.76,0.189
4608,Walleye pollock Eastern Bering Sea,1997,1.67,0.156
4609,Walleye pollock Eastern Bering Sea,1998,1.55,0.134
4610,Walleye pollock Eastern Bering Sea,1999,1.56,0.125
4611,Walleye pollock Eastern Bering Sea,2000,1.58,0.151
4612,Walleye pollock Eastern Bering Sea,2001,1.6,0.183
4613,Walleye pollock Eastern Bering Sea,2002,1.52,0.217
4614,Walleye pollock Eastern Bering Sea,2003,1.61,0.234
4615,Walleye pollock Eastern Bering Sea,2004,1.65,0.207
4616,Walleye pollock Eastern Bering Sea,2005,1.51,0.209
4617,Walleye pollock Eastern Bering Sea,2006,1.23,0.249
4618,Walleye pollock Eastern Bering Sea,2007,1.03,0.261
4619,Walleye pollock Eastern Bering Sea,2008,0.752,0.27
4620,Walleye pollock Eastern Bering Sea,2009,0.808,0.227
4621,Walleye pollock Eastern Bering Sea,2010,0.869,0.196
4622,Walleye pollock Eastern Bering Sea,2011,0.974,0.31
4623,Walleye pollock Eastern Bering Sea,2012,1.08,0.39
4632,Walleye pollock Gulf of Alaska,1977,0.586,0.347
4633,Walleye pollock Gulf of Alaska,1978,0.593,0.322
4634,Walleye pollock Gulf of Alaska,1979,0.637,0.251
4635,Walleye pollock Gulf of Alaska,1980,0.872,0.199
4636,Walleye pollock Gulf of Alaska,1981,0.89,0.154
4637,Walleye pollock Gulf of Alaska,1982,1.29,0.122
4638,Walleye pollock Gulf of Alaska,1983,1.91,0.151
4639,Walleye pollock Gulf of Alaska,1984,2.16,0.205
4640,Walleye pollock Gulf of Alaska,1985,2,0.267
4641,Walleye pollock Gulf of Alaska,1986,1.69,0.088
4642,Walleye pollock Gulf of Alaska,1987,1.45,0.065
4643,Walleye pollock Gulf of Alaska,1988,1.39,0.059
4644,Walleye pollock Gulf of Alaska,1989,1.47,0.076
4645,Walleye pollock Gulf of Alaska,1990,1.4,0.089
4646,Walleye pollock Gulf of Alaska,1991,1.37,0.129
4647,Walleye pollock Gulf of Alaska,1992,1.25,0.13
4648,Walleye pollock Gulf of Alaska,1993,1.35,0.129
4649,Walleye pollock Gulf of Alaska,1994,1.51,0.124
4650,Walleye pollock Gulf of Alaska,1995,1.36,0.085
4651,Walleye pollock Gulf of Alaska,1996,1.2,0.074
4652,Walleye pollock Gulf of Alaska,1997,1.02,0.164
4653,Walleye pollock Gulf of Alaska,1998,0.78,0.294
4654,Walleye pollock Gulf of Alaska,1999,0.707,0.255
4655,Walleye pollock Gulf of Alaska,2000,0.656,0.187
4656,Walleye pollock Gulf of Alaska,2001,0.634,0.184
4657,Walleye pollock Gulf of Alaska,2002,0.527,0.131
4658,Walleye pollock Gulf of Alaska,2003,0.491,0.099
4659,Walleye pollock Gulf of Alaska,2004,0.516,0.112
4660,Walleye pollock Gulf of Alaska,2005,0.652,0.154
4661,Walleye pollock Gulf of Alaska,2006,0.667,0.153
4662,Walleye pollock Gulf of Alaska,2007,0.593,0.112
4663,Walleye pollock Gulf of Alaska,2008,0.59,0.095
4664,Walleye pollock Gulf of Alaska,2009,0.597,0.063
4665,Walleye pollock Gulf of Alaska,2010,0.842,0.09
4666,Walleye pollock Gulf of Alaska,2011,1.02,0.098
4667,Walleye pollock Gulf of Alaska,2012,1.12,0.118
4668,Walleye pollock Gulf of Alaska,2013,1.25,0.108
4670,Walleye pollock Western Bering Sea,1970,2.84,NA
4671,Walleye pollock Western Bering Sea,1971,2.96,NA
4672,Walleye pollock Western Bering Sea,1972,2.9,NA
4673,Walleye pollock Western Bering Sea,1973,3.13,NA
4674,Walleye pollock Western Bering Sea,1974,3.27,NA
4675,Walleye pollock Western Bering Sea,1975,3.55,NA
4676,Walleye pollock Western Bering Sea,1976,3.66,NA
4677,Walleye pollock Western Bering Sea,1977,3.19,NA
4678,Walleye pollock Western Bering Sea,1978,3.35,NA
4679,Walleye pollock Western Bering Sea,1979,3.44,NA
4680,Walleye pollock Western Bering Sea,1980,3.52,NA
4681,Walleye pollock Western Bering Sea,1981,3.75,NA
4682,Walleye pollock Western Bering Sea,1982,4.02,NA
4683,Walleye pollock Western Bering Sea,1983,4.45,NA
4684,Walleye pollock Western Bering Sea,1984,4.37,NA
4685,Walleye pollock Western Bering Sea,1985,4.51,NA
4686,Walleye pollock Western Bering Sea,1986,4.68,NA
4687,Walleye pollock Western Bering Sea,1987,4.58,NA
4688,Walleye pollock Western Bering Sea,1988,4.61,NA
4689,Walleye pollock Western Bering Sea,1989,4.17,NA
4690,Walleye pollock Western Bering Sea,1990,3.71,NA
4691,Walleye pollock Western Bering Sea,1991,3.12,NA
4692,Walleye pollock Western Bering Sea,1992,2.6,NA
4693,Walleye pollock Western Bering Sea,1993,1.83,NA
4694,Walleye pollock Western Bering Sea,1994,1.33,NA
4695,Walleye pollock Western Bering Sea,1995,0.917,NA
4696,Walleye pollock Western Bering Sea,1996,0.751,NA
4697,Walleye pollock Western Bering Sea,1997,0.663,NA
4698,Walleye pollock Western Bering Sea,1998,0.555,NA
4699,Walleye pollock Western Bering Sea,1999,0.526,NA
4700,Walleye pollock Western Bering Sea,2000,0.458,NA
4701,Walleye pollock Western Bering Sea,2001,0.448,NA
4702,Walleye pollock Western Bering Sea,2002,0.508,NA
4703,Walleye pollock Western Bering Sea,2003,0.685,NA
4704,Walleye pollock Western Bering Sea,2004,1,NA
4705,Walleye pollock Western Bering Sea,2005,1.16,NA
4706,Walleye pollock Western Bering Sea,2006,1.5,NA
4707,Walleye pollock Western Bering Sea,2007,1.69,NA
4708,Walleye pollock Western Bering Sea,2008,1.63,NA
4709,Weakfish Atlantic Coast,1981,2.83,NA
4710,Weakfish Atlantic Coast,1982,1.92,NA
4711,Weakfish Atlantic Coast,1983,1.59,NA
4712,Weakfish Atlantic Coast,1984,1.13,NA
4713,Weakfish Atlantic Coast,1985,1.24,NA
4714,Weakfish Atlantic Coast,1986,1.34,NA
4715,Weakfish Atlantic Coast,1987,1.21,NA
4716,Weakfish Atlantic Coast,1988,0.973,NA
4717,Weakfish Atlantic Coast,1989,0.581,NA
4718,Weakfish Atlantic Coast,1990,0.389,NA
4719,Weakfish Atlantic Coast,1991,0.501,NA
4720,Weakfish Atlantic Coast,1992,0.551,NA
4721,Weakfish Atlantic Coast,1993,0.678,NA
4722,Weakfish Atlantic Coast,1994,0.97,NA
4723,Weakfish Atlantic Coast,1995,1.37,NA
4724,Weakfish Atlantic Coast,1996,1.43,NA
4725,Weakfish Atlantic Coast,1997,1.17,NA
4726,Weakfish Atlantic Coast,1998,0.928,NA
4727,Weakfish Atlantic Coast,1999,0.918,NA
4728,Weakfish Atlantic Coast,2000,0.909,NA
4729,Weakfish Atlantic Coast,2001,0.705,NA
4730,Weakfish Atlantic Coast,2002,0.443,NA
4731,Weakfish Atlantic Coast,2003,0.263,NA
4732,Weakfish Atlantic Coast,2004,0.323,NA
4733,Weakfish Atlantic Coast,2005,0.296,NA
4734,Weakfish Atlantic Coast,2006,0.231,NA
4735,Weakfish Atlantic Coast,2007,0.168,NA
4736,Weakfish Atlantic Coast,2008,0.131,NA
4737,White hake Georges Bank / Gulf of Maine,1963,0.401,0.287
4738,White hake Georges Bank / Gulf of Maine,1964,0.386,0.293
4739,White hake Georges Bank / Gulf of Maine,1965,0.37,0.258
4740,White hake Georges Bank / Gulf of Maine,1966,0.363,0.147
4741,White hake Georges Bank / Gulf of Maine,1967,0.385,0.095
4742,White hake Georges Bank / Gulf of Maine,1968,0.43,0.092
4743,White hake Georges Bank / Gulf of Maine,1969,0.493,0.081
4744,White hake Georges Bank / Gulf of Maine,1970,0.582,0.105
4745,White hake Georges Bank / Gulf of Maine,1971,0.681,0.124
4746,White hake Georges Bank / Gulf of Maine,1972,0.777,0.121
4747,White hake Georges Bank / Gulf of Maine,1973,0.862,0.122
4748,White hake Georges Bank / Gulf of Maine,1974,0.943,0.14
4749,White hake Georges Bank / Gulf of Maine,1975,1.01,0.132
4750,White hake Georges Bank / Gulf of Maine,1976,1.06,0.148
4751,White hake Georges Bank / Gulf of Maine,1977,1.08,0.193
4752,White hake Georges Bank / Gulf of Maine,1978,1.07,0.183
4753,White hake Georges Bank / Gulf of Maine,1979,1.05,0.155
4754,White hake Georges Bank / Gulf of Maine,1980,1.05,0.183
4755,White hake Georges Bank / Gulf of Maine,1981,1.04,0.241
4756,White hake Georges Bank / Gulf of Maine,1982,0.997,0.276
4757,White hake Georges Bank / Gulf of Maine,1983,0.937,0.303
4758,White hake Georges Bank / Gulf of Maine,1984,0.869,0.368
4759,White hake Georges Bank / Gulf of Maine,1985,0.783,0.448
4760,White hake Georges Bank / Gulf of Maine,1986,0.683,0.431
4761,White hake Georges Bank / Gulf of Maine,1987,0.598,0.413
4762,White hake Georges Bank / Gulf of Maine,1988,0.55,0.35
4763,White hake Georges Bank / Gulf of Maine,1989,0.569,0.393
4764,White hake Georges Bank / Gulf of Maine,1990,0.574,0.381
4765,White hake Georges Bank / Gulf of Maine,1991,0.538,0.384
4766,White hake Georges Bank / Gulf of Maine,1992,0.557,0.624
4767,White hake Georges Bank / Gulf of Maine,1993,0.502,0.588
4768,White hake Georges Bank / Gulf of Maine,1994,0.411,0.472
4769,White hake Georges Bank / Gulf of Maine,1995,0.342,0.472
4770,White hake Georges Bank / Gulf of Maine,1996,0.288,0.381
4771,White hake Georges Bank / Gulf of Maine,1997,0.25,0.356
4772,White hake Georges Bank / Gulf of Maine,1998,0.263,0.348
4773,White hake Georges Bank / Gulf of Maine,1999,0.243,0.431
4774,White hake Georges Bank / Gulf of Maine,2000,0.236,0.409
4775,White hake Georges Bank / Gulf of Maine,2001,0.27,0.465
4776,White hake Georges Bank / Gulf of Maine,2002,0.273,0.274
4777,White hake Georges Bank / Gulf of Maine,2003,0.301,0.387
4778,White hake Georges Bank / Gulf of Maine,2004,0.287,0.346
4779,White hake Georges Bank / Gulf of Maine,2005,0.285,0.277
4780,White hake Georges Bank / Gulf of Maine,2006,0.307,0.189
4781,White hake Georges Bank / Gulf of Maine,2007,0.352,0.152
4782,White marlin Atlantic,1956,2.75,NA
4783,White marlin Atlantic,1957,2.74,NA
4784,White marlin Atlantic,1958,2.73,NA
4785,White marlin Atlantic,1959,2.72,NA
4786,White marlin Atlantic,1960,2.71,NA
4787,White marlin Atlantic,1961,2.68,NA
4788,White marlin Atlantic,1962,2.62,NA
4789,White marlin Atlantic,1963,2.45,NA
4790,White marlin Atlantic,1964,2.25,NA
4791,White marlin Atlantic,1965,1.97,NA
4792,White marlin Atlantic,1966,1.6,NA
4793,White marlin Atlantic,1967,1.38,NA
4794,White marlin Atlantic,1968,1.38,NA
4795,White marlin Atlantic,1969,1.32,NA
4796,White marlin Atlantic,1970,1.24,NA
4797,White marlin Atlantic,1971,1.18,NA
4798,White marlin Atlantic,1972,1.1,NA
4799,White marlin Atlantic,1973,1.03,NA
4800,White marlin Atlantic,1974,0.99,NA
4801,White marlin Atlantic,1975,0.96,NA
4802,White marlin Atlantic,1976,0.94,NA
4803,White marlin Atlantic,1977,0.9,NA
4804,White marlin Atlantic,1978,0.89,NA
4805,White marlin Atlantic,1979,0.88,NA
4806,White marlin Atlantic,1980,0.87,NA
4807,White marlin Atlantic,1981,0.9,NA
4808,White marlin Atlantic,1982,0.86,NA
4809,White marlin Atlantic,1983,0.83,NA
4810,White marlin Atlantic,1984,0.8,NA
4811,White marlin Atlantic,1985,0.8,NA
4812,White marlin Atlantic,1986,0.76,NA
4813,White marlin Atlantic,1987,0.74,NA
4814,White marlin Atlantic,1988,0.71,NA
4815,White marlin Atlantic,1989,0.69,NA
4816,White marlin Atlantic,1990,0.6,NA
4817,White marlin Atlantic,1991,0.59,NA
4818,White marlin Atlantic,1992,0.56,NA
4819,White marlin Atlantic,1993,0.61,NA
4820,White marlin Atlantic,1994,0.61,NA
4821,White marlin Atlantic,1995,0.57,NA
4822,White marlin Atlantic,1996,0.5,NA
4823,White marlin Atlantic,1997,0.48,NA
4824,White marlin Atlantic,1998,0.5,NA
4825,White marlin Atlantic,1999,0.49,NA
4826,White marlin Atlantic,2000,0.42,NA
4827,White marlin Atlantic,2001,0.39,NA
4828,White marlin Atlantic,2002,0.37,NA
4829,White marlin Atlantic,2003,0.38,NA
4830,White marlin Atlantic,2004,0.4,NA
4831,White marlin Atlantic,2005,0.41,NA
4832,White marlin Atlantic,2006,0.41,NA
4833,White marlin Atlantic,2007,0.43,NA
4834,White marlin Atlantic,2008,0.42,NA
4835,White marlin Atlantic,2009,0.4,NA
4836,White marlin Atlantic,2010,0.4,NA
4871,Windowpane Southern New England-Mid Atlantic,1975,1.35,NA
4872,Windowpane Southern New England-Mid Atlantic,1976,2.06,NA
4873,Windowpane Southern New England-Mid Atlantic,1977,2.68,NA
4874,Windowpane Southern New England-Mid Atlantic,1978,2.06,NA
4875,Windowpane Southern New England-Mid Atlantic,1979,4.75,NA
4876,Windowpane Southern New England-Mid Atlantic,1980,3.64,NA
4877,Windowpane Southern New England-Mid Atlantic,1981,3.68,NA
4878,Windowpane Southern New England-Mid Atlantic,1982,5.64,NA
4879,Windowpane Southern New England-Mid Atlantic,1983,3.07,NA
4880,Windowpane Southern New England-Mid Atlantic,1984,2.71,NA
4881,Windowpane Southern New England-Mid Atlantic,1985,1.99,NA
4882,Windowpane Southern New England-Mid Atlantic,1986,1.83,NA
4883,Windowpane Southern New England-Mid Atlantic,1987,1.19,NA
4884,Windowpane Southern New England-Mid Atlantic,1988,1.24,NA
4885,Windowpane Southern New England-Mid Atlantic,1989,0.638,NA
4886,Windowpane Southern New England-Mid Atlantic,1990,0.691,NA
4887,Windowpane Southern New England-Mid Atlantic,1991,0.968,NA
4888,Windowpane Southern New England-Mid Atlantic,1992,0.829,NA
4889,Windowpane Southern New England-Mid Atlantic,1993,0.365,NA
4890,Windowpane Southern New England-Mid Atlantic,1994,0.632,NA
4891,Windowpane Southern New England-Mid Atlantic,1995,0.965,NA
4892,Windowpane Southern New England-Mid Atlantic,1996,0.779,NA
4893,Windowpane Southern New England-Mid Atlantic,1997,0.426,NA
4894,Windowpane Southern New England-Mid Atlantic,1998,0.671,NA
4895,Windowpane Southern New England-Mid Atlantic,1999,0.571,NA
4896,Windowpane Southern New England-Mid Atlantic,2000,0.529,NA
4897,Windowpane Southern New England-Mid Atlantic,2001,1.19,NA
4898,Windowpane Southern New England-Mid Atlantic,2002,1.14,NA
4899,Windowpane Southern New England-Mid Atlantic,2003,1.03,NA
4900,Windowpane Southern New England-Mid Atlantic,2004,0.488,NA
4901,Windowpane Southern New England-Mid Atlantic,2005,0.532,NA
4902,Windowpane Southern New England-Mid Atlantic,2006,0.771,NA
4903,Windowpane Southern New England-Mid Atlantic,2007,0.562,NA
4922,Winter Flounder NAFO-5Z,1982,1.47,0.419
4923,Winter Flounder NAFO-5Z,1983,1.4,0.435
4924,Winter Flounder NAFO-5Z,1984,0.893,1.18
4925,Winter Flounder NAFO-5Z,1985,0.53,0.808
4926,Winter Flounder NAFO-5Z,1986,0.662,0.572
4927,Winter Flounder NAFO-5Z,1987,0.685,0.756
4928,Winter Flounder NAFO-5Z,1988,0.566,0.921
4929,Winter Flounder NAFO-5Z,1989,0.449,0.843
4930,Winter Flounder NAFO-5Z,1990,0.584,0.911
4931,Winter Flounder NAFO-5Z,1991,0.576,0.581
4932,Winter Flounder NAFO-5Z,1992,0.473,0.759
4933,Winter Flounder NAFO-5Z,1993,0.41,0.888
4934,Winter Flounder NAFO-5Z,1994,0.32,0.464
4935,Winter Flounder NAFO-5Z,1995,0.29,0.31
4936,Winter Flounder NAFO-5Z,1996,0.4,0.46
4937,Winter Flounder NAFO-5Z,1997,0.585,0.454
4938,Winter Flounder NAFO-5Z,1998,0.629,0.507
4939,Winter Flounder NAFO-5Z,1999,0.827,0.262
4940,Winter Flounder NAFO-5Z,2000,1.17,0.274
4941,Winter Flounder NAFO-5Z,2001,0.909,0.515
4942,Winter Flounder NAFO-5Z,2002,0.864,0.547
4943,Winter Flounder NAFO-5Z,2003,0.804,0.852
4944,Winter Flounder NAFO-5Z,2004,0.467,0.63
4945,Winter Flounder NAFO-5Z,2005,0.449,0.562
4946,Winter Flounder NAFO-5Z,2006,0.504,0.2
4947,Winter Flounder NAFO-5Z,2007,0.528,0.213
4948,Winter Flounder NAFO-5Z,2008,0.547,0.229
4949,Winter Flounder NAFO-5Z,2009,0.671,0.23
4950,Winter Flounder NAFO-5Z,2010,0.822,0.154
4983,Witch Flounder NAFO-5Y,1982,1.48,0.26
4984,Witch Flounder NAFO-5Y,1983,1.17,0.5
4985,Witch Flounder NAFO-5Y,1984,1.01,0.63
4986,Witch Flounder NAFO-5Y,1985,0.911,0.68
4987,Witch Flounder NAFO-5Y,1986,0.834,0.5
4988,Witch Flounder NAFO-5Y,1987,0.782,0.6
4989,Witch Flounder NAFO-5Y,1988,0.726,0.7
4990,Witch Flounder NAFO-5Y,1989,0.643,0.44
4991,Witch Flounder NAFO-5Y,1990,0.553,0.25
4992,Witch Flounder NAFO-5Y,1991,0.607,0.25
4993,Witch Flounder NAFO-5Y,1992,0.616,0.23
4994,Witch Flounder NAFO-5Y,1993,0.51,0.45
4995,Witch Flounder NAFO-5Y,1994,0.38,0.6
4996,Witch Flounder NAFO-5Y,1995,0.356,0.62
4997,Witch Flounder NAFO-5Y,1996,0.339,1.14
4998,Witch Flounder NAFO-5Y,1997,0.363,1.07
4999,Witch Flounder NAFO-5Y,1998,0.453,0.66
5000,Witch Flounder NAFO-5Y,1999,0.534,0.54
5001,Witch Flounder NAFO-5Y,2000,0.601,0.56
5002,Witch Flounder NAFO-5Y,2001,0.597,0.9
5003,Witch Flounder NAFO-5Y,2002,0.562,0.53
5004,Witch Flounder NAFO-5Y,2003,0.519,0.71
5005,Witch Flounder NAFO-5Y,2004,0.422,0.81
5006,Witch Flounder NAFO-5Y,2005,0.4,0.63
5007,Witch Flounder NAFO-5Y,2006,0.323,0.47
5008,Witch Flounder NAFO-5Y,2007,0.3,0.29
5010,Yelloweye rockfish Pacific Coast,1916,2.51,NA
5011,Yelloweye rockfish Pacific Coast,1917,2.51,NA
5012,Yelloweye rockfish Pacific Coast,1918,2.51,NA
5013,Yelloweye rockfish Pacific Coast,1919,2.51,NA
5014,Yelloweye rockfish Pacific Coast,1920,2.51,NA
5015,Yelloweye rockfish Pacific Coast,1921,2.51,NA
5016,Yelloweye rockfish Pacific Coast,1922,2.48,NA
5017,Yelloweye rockfish Pacific Coast,1923,2.48,NA
5018,Yelloweye rockfish Pacific Coast,1924,2.48,NA
5019,Yelloweye rockfish Pacific Coast,1925,2.48,NA
5020,Yelloweye rockfish Pacific Coast,1926,2.48,NA
5021,Yelloweye rockfish Pacific Coast,1927,2.48,NA
5022,Yelloweye rockfish Pacific Coast,1928,2.48,NA
5023,Yelloweye rockfish Pacific Coast,1929,2.48,NA
5024,Yelloweye rockfish Pacific Coast,1930,2.48,NA
5025,Yelloweye rockfish Pacific Coast,1931,2.48,NA
5026,Yelloweye rockfish Pacific Coast,1932,2.46,NA
5027,Yelloweye rockfish Pacific Coast,1933,2.46,NA
5028,Yelloweye rockfish Pacific Coast,1934,2.46,NA
5029,Yelloweye rockfish Pacific Coast,1935,2.46,NA
5030,Yelloweye rockfish Pacific Coast,1936,2.46,NA
5031,Yelloweye rockfish Pacific Coast,1937,2.46,NA
5032,Yelloweye rockfish Pacific Coast,1938,2.46,NA
5033,Yelloweye rockfish Pacific Coast,1939,2.43,NA
5034,Yelloweye rockfish Pacific Coast,1940,2.43,NA
5035,Yelloweye rockfish Pacific Coast,1941,2.43,NA
5036,Yelloweye rockfish Pacific Coast,1942,2.42,NA
5037,Yelloweye rockfish Pacific Coast,1943,2.41,NA
5038,Yelloweye rockfish Pacific Coast,1944,2.39,NA
5039,Yelloweye rockfish Pacific Coast,1945,2.37,NA
5040,Yelloweye rockfish Pacific Coast,1946,2.34,NA
5041,Yelloweye rockfish Pacific Coast,1947,2.31,NA
5042,Yelloweye rockfish Pacific Coast,1948,2.29,NA
5043,Yelloweye rockfish Pacific Coast,1949,2.28,NA
5044,Yelloweye rockfish Pacific Coast,1950,2.27,NA
5045,Yelloweye rockfish Pacific Coast,1951,2.27,NA
5046,Yelloweye rockfish Pacific Coast,1952,2.25,NA
5047,Yelloweye rockfish Pacific Coast,1953,2.24,NA
5048,Yelloweye rockfish Pacific Coast,1954,2.24,NA
5049,Yelloweye rockfish Pacific Coast,1955,2.23,NA
5050,Yelloweye rockfish Pacific Coast,1956,2.22,NA
5051,Yelloweye rockfish Pacific Coast,1957,2.2,NA
5052,Yelloweye rockfish Pacific Coast,1958,2.19,NA
5053,Yelloweye rockfish Pacific Coast,1959,2.17,NA
5054,Yelloweye rockfish Pacific Coast,1960,2.16,NA
5055,Yelloweye rockfish Pacific Coast,1961,2.14,NA
5056,Yelloweye rockfish Pacific Coast,1962,2.13,NA
5057,Yelloweye rockfish Pacific Coast,1963,2.12,NA
5058,Yelloweye rockfish Pacific Coast,1964,2.11,NA
5059,Yelloweye rockfish Pacific Coast,1965,2.1,NA
5060,Yelloweye rockfish Pacific Coast,1966,2.07,NA
5061,Yelloweye rockfish Pacific Coast,1967,2.06,NA
5062,Yelloweye rockfish Pacific Coast,1968,2.05,NA
5063,Yelloweye rockfish Pacific Coast,1969,2.03,NA
5064,Yelloweye rockfish Pacific Coast,1970,2,NA
5065,Yelloweye rockfish Pacific Coast,1971,1.98,NA
5066,Yelloweye rockfish Pacific Coast,1972,1.95,NA
5067,Yelloweye rockfish Pacific Coast,1973,1.91,NA
5068,Yelloweye rockfish Pacific Coast,1974,1.87,NA
